"Indice Climatico y Tendencia 
 
 Indice precipitacion anual 
 
 Indice de precipitacion anual que corresponde a la suma de la precipitacion sobre 1 milimetro.",,
Ano,Valor (mm),Anomalia (mm)
1961,31.4,-5.6
1962,25.7,-11.3
1963,65.1,28.1
1964,2.5,-34.5
1965,26.8,-10.2
1966,29.6,-7.4
1967,33.2,-3.8
1968,7.8,-29.2
1969,20.8,-16.2
1970,15.2,-21.8
1971,32.2,-4.8
1972,54.2,17.2
1973,52.8,15.8
1974,18.7,-18.3
1975,62.4,25.4
1976,27.1,-9.9
1977,61.8,24.8
1978,25.0,-12.0
1979,0.0,-37.0
1980,75.5,38.5
1981,6.1,-30.9
1982,22.5,-14.5
1983,66.6,29.6
1984,114.6,77.6
1985,30.4,-6.6
1986,39.0,2.0
1987,124.1,87.1
1988,0.0,-37.0
1989,31.1,-5.9
1990,9.0,-28.0
1991,121.5,84.5
1992,78.3,41.3
1993,7.0,-30.0
1994,0.0,-37.0
1995,0.0,-37.0
1996,12.2,-24.8
1997,217.6,180.6
1998,8.3,-28.7
1999,20.8,-16.2
2000,72.3,35.3
2001,7.0,-30.0
2002,105.6,68.6
2003,2.0,-35.0
2004,46.0,9.0
2005,27.8,-9.2
2006,1.0,-36.0
2007,2.3,-34.7
2008,26.5,-10.5
2009,17.5,-19.5
2010,49.2,12.2
2011,60.5,23.5
2012,3.5,-33.5
2013,20.5,-16.5
2014,29.5,-7.5
2015,113.4,76.4
2016,6.5,-30.5
2017,47.8,10.8
2018,8.9,-28.1
2019,1.8,-35.2
2020,12.7,-24.3
Tendencia Lineal por Decada,,-0.6   (mm / Decada)
