"Indice Climatico y Tendencia 
 
 Indice precipitacion anual 
 
 Indice de precipitacion anual que corresponde a la suma de la precipitacion sobre 1 milimetro.",,
Ano,Valor (mm),Anomalia (mm)
1961,351.0,9.1
1962,246.7,-95.2
1963,439.5,97.6
1964,297.8,-44.1
1965,333.8,-8.1
1966,188.8,-153.1
1967,334.1,-7.8
1968,289.2,-52.7
1969,503.7,161.8
1970,430.8,88.9
1971,384.0,42.1
1972,294.1,-47.8
1973,306.7,-35.2
1974,228.7,-113.2
1975,285.9,-56.0
1976,434.0,92.1
1977,352.2,10.3
1978,363.3,21.4
1979,328.4,-13.5
1980,327.4,-14.5
1981,341.7,-0.2
1982,299.7,-42.2
1983,365.9,24.0
1984,269.2,-72.7
1985,385.8,43.9
1986,312.4,-29.5
1987,336.9,-5.0
1988,266.1,-75.8
1989,391.3,49.4
1990,569.3,227.4
1991,512.8,170.9
1992,275.4,-66.5
1993,374.4,32.5
1994,509.2,167.3
1995,366.0,24.1
1996,437.6,95.7
1997,401.9,60.0
1998,474.1,132.2
1999,304.9,-37.0
2000,385.0,43.1
2001,384.7,42.8
2002,376.8,34.9
2003,504.0,162.1
2004,357.3,15.4
2005,348.2,6.3
2006,430.4,88.5
2007,386.0,44.1
2008,332.9,-9.0
2009,327.4,-14.5
2010,255.1,-86.8
2011,411.5,69.6
2012,266.3,-75.6
2013,330.6,-11.3
2014,239.0,-102.9
2015,392.8,50.9
2016,193.6,-148.3
2017,248.2,-93.7
2018,326.0,-15.9
2019,309.1,-32.8
2020,274.8,-67.1
Tendencia Lineal por Decada,,-1.0   (mm / Decada)
