"Indice Climatico y Tendencia 
 
 Indice precipitacion anual 
 
 Indice de precipitacion anual que corresponde a la suma de la precipitacion sobre 1 milimetro.",,
Ano,Valor (mm),Anomalia (mm)
1961,2484.6,215.5
1962,1687.6,-581.5
1963,1907.8,-361.3
1964,2254.0,-15.1
1965,2347.2,78.1
1966,2879.6,610.5
1967,2827.7,558.6
1968,2630.6,361.5
1969,3161.1,892.0
1970,2950.5,681.4
1971,3525.2,1256.1
1972,2765.9,496.8
1973,2041.3,-227.8
1974,2286.5,17.4
1975,2544.5,275.4
1976,1824.4,-444.7
1977,2649.0,379.9
1978,2041.8,-227.3
1979,2282.1,13.0
1980,2078.1,-191.0
1981,2016.2,-252.9
1982,1817.3,-451.8
1983,1600.1,-669.0
1984,1942.0,-327.1
1985,2363.1,94.0
1986,2159.4,-109.7
1987,1601.4,-667.7
1988,1694.9,-574.2
1989,1730.7,-538.4
1990,1978.6,-290.5
1991,2054.8,-214.3
1992,1916.3,-352.8
1993,2013.8,-255.3
1994,2674.7,405.6
1995,2015.7,-253.4
1996,1955.4,-313.7
1997,2165.0,-104.1
1998,1148.7,-1120.4
1999,1660.1,-609.0
2000,1856.0,-413.1
2001,2197.6,-71.5
2002,2728.7,459.6
2003,1823.2,-445.9
2004,1878.4,-390.7
2005,2718.2,449.1
2006,2676.8,407.7
2007,1566.3,-702.8
2008,2068.1,-201.0
2009,2853.2,584.1
2010,1911.5,-357.6
2011,1679.2,-589.9
2012,2308.9,39.8
2013,2312.2,43.1
2014,2362.9,93.8
2015,1933.8,-335.3
2016,1230.0,-1039.1
2017,2218.0,-51.1
2018,2132.2,-136.9
2019,1860.8,-408.3
2020,1692.6,-576.5
Tendencia Lineal por Decada,,-90.7   (mm / Decada)
