"Indice Climatico y Tendencia 
 
 Indice de sequia estandarizada 
 
 Indice que corresponde al indice de sequia estandarizada a 12 meses.",,
Ano,Valor (u.e.),Anomalia (u.e.)
1961,-1.0,-1.1
1962,0.2,0.1
1963,1.5,1.4
1964,1.3,1.2
1965,2.1,2.0
1966,2.1,2.0
1967,0.8,0.7
1968,0.7,0.6
1969,1.3,1.2
1970,0.7,0.6
1971,0.8,0.7
1972,0.0,-0.1
1973,-1.0,-1.1
1974,-0.8,-0.9
1975,-0.2,-0.3
1976,-0.2,-0.3
1977,1.5,1.4
1978,-0.2,-0.3
1979,0.5,0.4
1980,0.4,0.3
1981,-0.7,-0.8
1982,-1.3,-1.4
1983,-1.6,-1.7
1984,-1.7,-1.8
1985,-0.6,-0.7
1986,0.3,0.2
1987,-1.2,-1.3
1988,-1.2,-1.3
1989,-0.6,-0.7
1990,0.5,0.4
1991,0.0,-0.1
1992,-1.0,-1.1
1993,-0.6,-0.7
1994,0.8,0.7
1995,-0.2,-0.3
1996,1.0,0.9
1997,0.7,0.6
1998,-0.3,-0.4
1999,-0.9,-1.0
2000,-0.5,-0.6
2001,0.5,0.4
2002,1.0,0.9
2003,0.8,0.7
2004,0.2,0.1
2005,0.2,0.1
2006,0.7,0.6
2007,-1.9,-2.0
2008,-0.5,-0.6
2009,1.0,0.9
2010,0.0,-0.1
2011,-0.8,-0.9
2012,0.3,0.2
2013,0.1,0.0
2014,0.2,0.1
2015,0.1,0.0
2016,-3.0,-3.1
2017,1.4,1.3
2018,-0.5,-0.6
2019,-1.3,-1.4
2020,0.1,0.0
Tendencia Lineal por Decada,,-0.1   (u.e. / Decada)
