"Indice Climatico y Tendencia 
 
 Indice precipitacion anual 
 
 Indice de precipitacion anual que corresponde a la suma de la precipitacion sobre 1 milimetro.",,
Ano,Valor (mm),Anomalia (mm)
1971,211.0,-81.7
1972,567.9,275.2
1973,200.4,-92.3
1974,350.3,57.6
1975,145.3,-147.4
1976,128.7,-164.0
1977,331.0,38.3
1978,376.2,83.5
1979,187.7,-105.0
1980,286.2,-6.5
1981,231.7,-61.0
1982,530.6,237.9
1983,334.6,41.9
1984,438.1,145.4
1985,149.5,-143.2
1986,254.3,-38.4
1987,694.5,401.8
1988,103.1,-189.6
1989,202.4,-90.3
1990,131.0,-161.7
1991,249.8,-42.9
1992,361.0,68.3
1993,231.0,-61.7
1994,172.1,-120.6
1995,156.2,-136.5
1996,130.9,-161.8
1997,587.7,295.0
1998,68.8,-223.9
1999,293.6,0.9
2000,371.3,78.6
2001,278.8,-13.9
2002,487.4,194.7
2003,151.3,-141.4
2004,276.2,-16.5
2005,319.9,27.2
2006,271.9,-20.8
2007,131.7,-161.0
2008,220.9,-71.8
2009,204.5,-88.2
2010,157.8,-134.9
2011,106.2,-186.5
2012,163.4,-129.3
2013,121.6,-171.1
2014,149.2,-143.5
2015,177.4,-115.3
2016,216.2,-76.5
2017,177.0,-115.7
2018,114.6,-178.1
2019,44.3,-248.4
2020,147.8,-144.9
Tendencia Lineal por Decada,,-35.2   (mm / Decada)
