"Indice Climatico y Tendencia 
 
 Indice precipitacion anual 
 
 Indice de precipitacion anual que corresponde a la suma de la precipitacion sobre 1 milimetro.",,
Ano,Valor (mm),Anomalia (mm)
1961,256.9,-51.9
1962,223.3,-85.5
1963,448.9,140.1
1964,180.9,-127.9
1965,410.1,101.3
1966,361.3,52.5
1967,169.6,-139.2
1968,67.6,-241.2
1969,175.8,-133.0
1970,324.2,15.4
1971,245.5,-63.3
1972,567.5,258.7
1973,167.3,-141.5
1974,416.0,107.2
1975,180.7,-128.1
1976,196.0,-112.8
1977,393.3,84.5
1978,417.7,108.9
1979,208.1,-100.7
1980,314.2,5.4
1981,277.5,-31.3
1982,617.1,308.3
1983,359.9,51.1
1984,449.7,140.9
1985,180.9,-127.9
1986,308.2,-0.6
1987,709.6,400.8
1988,134.8,-174.0
1989,296.8,-12.0
1990,203.7,-105.1
1991,375.4,66.6
1992,459.6,150.8
1993,311.3,2.5
1994,233.8,-75.0
1995,167.5,-141.3
1996,158.9,-149.9
1997,705.4,396.6
1998,84.2,-224.6
1999,339.6,30.8
2000,468.2,159.4
2001,308.5,-0.3
2002,597.8,289.0
2003,221.4,-87.4
2004,349.9,41.1
2005,429.8,121.0
2006,330.1,21.3
2007,165.7,-143.1
2008,349.0,40.2
2009,273.1,-35.7
2010,259.1,-49.7
2011,142.4,-166.4
2012,210.1,-98.7
2013,162.4,-146.4
2014,199.5,-109.3
2015,213.3,-95.5
2016,264.1,-44.7
2017,273.8,-35.0
2018,148.3,-160.5
2019,81.0,-227.8
2020,185.4,-123.4
Tendencia Lineal por Decada,,-11.7   (mm / Decada)
