"Indice Climatico y Tendencia 
 
 Indice de sequia estandarizada 
 
 Indice que corresponde al indice de sequia estandarizada a 12 meses.",,
Ano,Valor (u.e.),Anomalia (u.e.)
1961,-0.1,-0.2
1962,-0.4,-0.5
1963,1.1,1.0
1964,-0.7,-0.8
1965,0.9,0.8
1966,0.6,0.5
1967,-0.9,-1.0
1968,-2.3,-2.4
1969,-0.8,-0.9
1970,0.3,0.2
1971,-0.2,-0.3
1972,1.6,1.5
1973,-0.9,-1.0
1974,0.9,0.8
1975,-0.8,-0.9
1976,-0.6,-0.7
1977,0.8,0.7
1978,0.9,0.8
1979,-0.5,-0.6
1980,0.3,0.2
1981,0.0,-0.1
1982,1.9,1.8
1983,0.6,0.5
1984,1.1,1.0
1985,-0.7,-0.8
1986,0.2,0.1
1987,2.2,2.1
1988,-1.2,-1.3
1989,0.2,0.1
1990,-0.5,-0.6
1991,0.7,0.6
1992,1.1,1.0
1993,0.3,0.2
1994,-0.3,-0.4
1995,-0.9,-1.0
1996,-0.9,-1.0
1997,2.2,2.1
1998,-1.9,-2.0
1999,0.4,0.3
2000,1.2,1.1
2001,0.2,0.1
2002,1.8,1.7
2003,-0.4,-0.5
2004,0.5,0.4
2005,1.0,0.9
2006,0.4,0.3
2007,-0.9,-1.0
2008,0.5,0.4
2009,0.0,-0.1
2010,-0.1,-0.2
2011,-1.1,-1.2
2012,-0.5,-0.6
2013,-0.9,-1.0
2014,-0.6,-0.7
2015,-0.4,-0.5
2016,-0.1,-0.2
2017,0.0,-0.1
2018,-1.1,-1.2
2019,-2.0,-2.1
2020,-0.7,-0.8
Tendencia Lineal por Decada,,-0.1   (u.e. / Decada)
